type	names	baking_powder	baking_soda	brown_sugar	butter	buttermilk	cake_mix	cream	egg	flour	juice	lard	margarine	milk	oil	salt	shortening	soymilk	sugar	water	yeast	ingredients
tortes	grandmas-spring-and-summer-torte	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.5	16.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	1.5	0.0	0.0	CRUST:,  2 cups all-purpose flour,  3 tablespoons sugar,  1/4 teaspoon salt,  1 cup butter or margarine, softened,  2 egg yolks,  1 teaspoon vanilla extract,  FILLING:,  1 1/2 cups sugar,  1/4 cup all-purpose flour,  4 cups sliced fresh or frozen rhubarb,  1 cup light cream or evaporated milk,  4 egg yolks, lightly beaten,  2 tablespoons butter or margarine, softened,  MERINGUE:,  4 egg whites,  1/4 teaspoon cream of tartar,  1/2 cup sugar,
tortes	hearts-delight-torte	0.0	0.083	0.0	6.0	6.0	0.0	0.0	1.75	9.0	0.0	0.0	0.0	0.0	0.0	0.083	2.664	0.0	8.0	0.0	0.0	1/3 cup shortening,  1 cup sugar,  1 egg,  3/4 cup buttermilk,  1 teaspoon vanilla extract,  1 1/8 cups all-purpose flour,  1/3 cup baking cocoa,  1/2 teaspoon baking soda,  1/2 teaspoon salt,  2 (21 ounce) cans cherry pie filling,  1 cup whipped topping,  2 tablespoons semisweet chocolate chips,
tortes	lemon-cream-torte	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1/2 cup butter or margarine,  1 1/4 cups all-purpose flour,  1 (8 ounce) package cream cheese, softened,  1 cup confectioners' sugar,  1 (8 ounce) carton frozen whipped topping, thawed, divided,  2 (3.4 ounce) packages instant lemon pudding mix,  2 1/2 cups cold milk,  1/2 cup chopped pecans,
tortes	lemon-meringue-torte	0.167	0.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	1/2 cup shortening,  1/2 cup sugar,  4 egg yolks,  6 tablespoons milk,  1 cup all-purpose flour,  1 teaspoon baking powder,  FILLING:,  1 cup sugar,  3 tablespoons cornstarch,  1 cup cold water,  2 egg yolks, beaten,  1 tablespoon butter or margarine,  3 tablespoons lemon juice,  1 tablespoon grated lemon peel,  TOPPING:,  6 egg whites,  3/4 cup sugar,  2 teaspoons ground cinnamon,  1 cup slivered almonds,
tortes	mocha-magic-torte	0.0	0.25	0.0	8.0	0.0	0.0	0.0	7.0	18.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.328	10.664	0.0	2 1/4 cups all-purpose flour,  1 1/2 teaspoons baking soda,  1/3 cup instant coffee granules,  1 1/3 cups water,  1 2/3 cups white sugar,  3 eggs,  1 teaspoon vanilla extract,  1 cup mayonnaise,  3 (1 ounce) squares unsweetened chocolate, melted,  4 (1 ounce) squares unsweetened chocolate,  1/2 cup milk,  2 tablespoons instant coffee powder,  1 cup butter,  3 cups confectioners' sugar,  1 egg,
tortes	pastel-torte	0.167	0.0	4.0	4.0	0.0	0.0	0.0	1.5	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1/2 cup butter or margarine, softened,  1/2 cup packed brown sugar,  2 egg yolks,  1 1/2 cups all-purpose flour,  1 teaspoon baking powder,  TOPPING:,  3/4 cup sugar,  2 envelopes  unflavored gelatin,  Pinch salt,  1 cup cold water,  1 cup confectioners' sugar,  1 teaspoon baking powder,  1/2 teaspoon almond extract,  2 drops green food coloring,  2 drops red food coloring,  1/4 cup shredded coconut, toasted,
tortes	pecan-torte	0.0	0.0	0.0	0.0	0.0	0.0	16.0	10.5	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.328	0.5	0.0	6 egg whites,  6 egg yolks,  2/3 cup white sugar,  1/2 teaspoon vanilla extract,  1/2 teaspoon instant coffee granules,  1/2 cup all-purpose flour,  1 teaspoon unsweetened cocoa powder,  1 1/2 cups ground pecans,  2 cups heavy whipping cream,  2 tablespoons white sugar,  1 teaspoon instant coffee powder,  1 tablespoon boiling water,  1/2 cup pecan halves,
tortes	pecan-torte-2	0.0	0.167	0.0	12.0	0.0	0.0	0.0	8.75	16.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	16.0	0.0	0.0	3 cups finely chopped toasted pecans, divided,  1/2 cup butter or margarine, softened,  1/2 cup shortening,  2 cups sugar,  5 eggs, separated,  2 teaspoons vanilla extract,  2 cups all-purpose flour,  1 teaspoon baking soda,  1 cup butter,  3/4 cup dark corn syrup,  FILLING:,  1/2 cup packed brown sugar,  1/3 cup cornstarch,  1/8 teaspoon salt,  1 1/2 cups half-and-half cream,  3/4 cup dark corn syrup,  4 egg yolks, beaten,  3 tablespoons butter or margarine,  1 teaspoon vanilla extract,  1/2 cup coarsely chopped pecans,
tortes	poppy-seed-torte-with-orange-glaze	0.125	0.0	0.0	8.0	0.0	0.0	0.0	5.25	12.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	8.0	0.0	0.0	1 1/2 cups all-purpose flour,  3 tablespoons poppy seeds,  3/4 teaspoon baking powder,  1/4 teaspoon salt,  1/4 teaspoon ground mace,  1 cup unsalted butter, softened,  1 cup white sugar,  3 eggs,  1 tablespoon orange zest,  1 teaspoon vanilla extract,  &nbsp;,  2 cups confectioners' sugar,  3/4 cup unsalted butter, softened,  2 egg yolks,  1 tablespoon vanilla extract,  &nbsp;,  1/2 cup orange juice,  2 tablespoons white sugar,  1 1/2 tablespoons cornstarch,  2 tablespoons grated orange zest,
tortes	potato-chocolate-torte	0.333	0.0	0.0	8.0	0.0	0.0	4.0	7.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	2 potatoes, peeled and halved,  1 cup butter,  2 cups white sugar,  4 egg whites,  4 egg yolks,  1/2 cup heavy whipping cream,  1 cup ground almonds,  4 (1 ounce) squares semisweet chocolate, grated,  2 1/2 cups all-purpose flour,  1/4 teaspoon ground cloves,  1 teaspoon ground cinnamon,  2 tablespoons grated lemon zest,  2 teaspoons baking powder,
tortes	raspberry-sponge-torte	0.0	0.167	0.0	12.0	8.0	0.0	0.083	8.75	16.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	16.0	0.0	0.0	5 eggs, separated,  1/2 cup shortening,  1/2 cup butter, softened,  2 cups sugar,  1 1/2 teaspoons vanilla extract,  2 cups all-purpose flour,  1 teaspoon baking soda,  1 cup buttermilk,  1 cup toasted walnuts, finely chopped,  1/2 cup flaked coconut,  1/2 teaspoon cream of tartar,  FILLING/FROSTING:,  1 cup raspberry preserves, warmed,  11 ounces cream cheese, softened,  3/4 cup butter, softened,  6 1/2 cups confectioners' sugar,  2 teaspoons vanilla extract,  1/2 cup chopped walnuts,
tortes	raspberry-walnut-torte-2	0.333	0.0	0.0	0.0	0.0	0.0	12.0	5.25	14.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	12.0	0.0	0.0	1 1/2 cups heavy whipping cream,  3 eggs,  1 1/2 cups sugar,  3 teaspoons vanilla extract,  1 3/4 cups all-purpose flour,  1 cup ground walnuts, toasted,  2 teaspoons baking powder,  1/2 teaspoon salt,  FROSTING:,  1 1/2 cups heavy whipping cream,  1 (8 ounce) package cream cheese, softened,  1 cup sugar,  1/8 teaspoon salt,  1 teaspoon vanilla extract,  1 (12 ounce) jar raspberry preserves,
tortes	sachertorte	0.0	0.0	0.0	6.5	0.0	0.0	0.0	8.75	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	5 (1 ounce) squares semisweet chocolate,  3/4 cup white sugar,  3/4 cup butter, softened,  5 eggs,  3/4 cup all-purpose flour,  1 tablespoon butter, softened,  4 (1 ounce) squares chopped semisweet chocolate,  6 tablespoons strong brewed coffee,  1 1/2 cups confectioners' sugar,  1 tablespoon vanilla extract,  1/2 cup apricot preserves,
tortes	sour-cream-torte	0.0	0.0	0.0	8.0	0.0	0.0	16.0	1.75	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3 cups all-purpose flour,  3/4 cup white sugar,  1 cup butter,  1 egg,  2 cups sour cream,  1 1/2 cups confectioners' sugar,  2 cups chopped walnuts,  1 teaspoon vanilla extract,
tortes	strawberry-almond-chocolate-torte	0.0	0.167	0.0	0.0	0.0	0.0	0.0	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	12.0	0.0	0.0	10 egg whites,  1 cup all-purpose flour,  2/3 cup baking cocoa,  1 teaspoon baking soda,  1/2 teaspoon salt,  1 1/2 cups sugar,  2/3 cup cold brewed coffee,  1 teaspoon vanilla extract,  1/2 teaspoon almond extract,  FILLING:,  1 cup sliced fresh strawberries,  1/2 teaspoon almond extract,  1 (8 ounce) container frozen reduced-fat frozen whipped topping, thawed,  TOPPING:,  1/2 cup heavy whipping cream,  1/4 cup confectioners' sugar,  2 teaspoons baking cocoa,  1/4 cup slivered almonds, toasted,  6 fresh strawberries, sliced into thick slices,
tortes	streamline-hungarian-torte	0.0	0.0	0.0	10.664	0.0	0.0	4.0	7.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.495	2.0	1.0	2 cups chopped walnuts,  1 teaspoon ground cinnamon,  3/4 cup white sugar,  1/4 cup warm water (110 degrees F/45 degrees C),  1 (.25 ounce) envelope active dry yeast,  1 teaspoon white sugar,  4 egg yolks,  1/2 cup sour cream,  1 1/3 cups butter or margarine, softened,  4 1/2 cups all-purpose flour,  1 (16 ounce) jar apricot preserves,  4 egg whites,  2/3 cup white sugar,
tortes	walnut-graham-torte	0.167	0.0	0.0	8.0	0.0	0.0	12.0	5.25	4.0	0.0	0.0	0.0	8.0	0.0	0.042	0.0	0.0	8.0	0.0	0.0	1 cup butter or margarine, softened,  1 cup sugar,  3 eggs, lightly beaten,  2 cups graham cracker crumbs,  1/2 cup all-purpose flour,  1 teaspoon baking powder,  1/2 teaspoon ground cinnamon,  1/4 teaspoon salt,  1 cup milk,  2 cups diced peeled apples,  1 cup chopped walnuts, divided,  1 1/2 cups whipping cream,  3 tablespoons confectioners' sugar,
waffles	apple-pie-waffles	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	8.0	0.0	0.083	0.0	0.0	0.0	6.0	0.333	1 3/4 cups whole wheat flour,  1/2 cup wheat bran,  1/2 teaspoon salt,  1 teaspoon apple pie spice,  3/4 cup water,  1 teaspoon honey,  2 teaspoons active dry yeast,  2 medium apples, grated,  3 tablespoons applesauce,  1 cup skim milk,  2 egg whites,
waffles	applesaucesausage-waffles	0.667	0.0	0.0	0.0	0.0	0.0	0.0	5.25	20.0	0.0	0.0	0.0	10.664	5.328	0.0	0.0	0.0	0.0	0.0	0.0	1 pound bulk pork sausage,  2 1/2 cups all-purpose flour,  4 teaspoons baking powder,  1 teaspoon ground cinnamon,  1/8 teaspoon ground nutmeg,  3 eggs, separated,  1 1/3 cups milk,  1 cup applesauce,  2/3 cup vegetable oil,
waffles	bacon-topped-savory-waffles-with-onion-sauce	0.292	0.083	0.0	1.5	0.0	0.0	0.0	3.5	14.0	0.0	0.0	0.0	10.664	0.0	0.292	0.0	0.0	0.5	0.0	0.0	8 slices bacon,  1 cup all-purpose flour,  3/4 cup whole wheat flour,  1/4 cup grated Parmesan cheese,  3 tablespoons dried parsley,  1 tablespoon dried rosemary,  2 tablespoons dried sweet basil,  1 tablespoon white sugar,  1 3/4 teaspoons baking powder,  1/2 teaspoon baking soda,  1 3/4 teaspoons salt,  1 1/3 cups milk,  2 large eggs,  3 tablespoons butter, melted,  2 tablespoons Dijon mustard,  &nbsp;,  3/4 cup sour cream,  2 teaspoons white sugar,  1 tablespoon minced onion,
waffles	bacon-waffles	0.333	0.0	0.0	2.0	0.0	0.0	0.0	5.25	14.0	0.0	0.0	0.0	12.0	0.0	0.083	0.0	0.0	0.5	0.0	0.0	1 pound sliced bacon,  1 3/4 cups all-purpose flour,  1 tablespoon sugar,  2 teaspoons baking powder,  1/2 teaspoon salt,  3 eggs, separated,  1 1/2 cups milk,  1/4 cup butter or margarine, melted,
waffles	banana-waffles	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.75	10.0	0.0	0.0	0.0	8.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	1 1/4 cups all-purpose flour,  3 teaspoons baking powder,  1/2 teaspoon salt,  1 pinch ground nutmeg,  1 cup 1% milk,  1 egg,  2 ripe bananas, sliced,
waffles	bananas-foster-belgian-waffles	0.333	0.125	5.328	4.664	0.0	0.0	8.0	5.25	10.664	0.0	0.0	0.0	10.664	0.0	0.042	0.0	0.0	0.333	0.0	0.0	1 1/3 cups all-purpose flour,  3/4 teaspoon baking soda,  2 teaspoons white sugar,  1/4 teaspoon salt,  3 eggs,  1 1/2 teaspoons vanilla extract,  1 1/3 cups milk,  1/3 cup melted butter,  2 teaspoons baking powder,  1/4 cup butter,  2/3 cup brown sugar,  2 teaspoons rum flavored extract,  2 teaspoons vanilla extract,  1/2 teaspoon ground cinnamon,  1/4 cup whole pecans,  1/2 cup pancake syrup (i.e. Mrs. Butterworth's&#174;),  3 bananas, cut into 1/2 inch slices,  1 cup heavy cream,  1/4 teaspoon vanilla extract,  1 tablespoon confectioners' sugar,
waffles	belgian-waffles	0.0	0.0	0.0	6.0	0.0	0.0	0.0	5.25	32.0	0.0	0.0	0.0	24.0	0.0	0.25	0.0	0.0	4.0	0.0	1.0	1 (.25 ounce) package active dry yeast,  1/4 cup warm milk (110 degrees F/45 degrees C),  3 egg yolks,  2 3/4 cups warm milk  (110 degrees F/45 degrees C),  3/4 cup butter, melted and cooled to lukewarm,  1/2 cup white sugar,  1 1/2 teaspoons salt,  2 teaspoons vanilla extract,  4 cups all-purpose flour,  3 egg whites,
waffles	blueberry-flavored-waffles	0.0	0.5	0.0	10.664	8.0	0.0	0.0	3.5	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	2 cups all-purpose flour,  3 teaspoons white sugar,  1 tablespoon baking soda,  2 eggs,  1 cup buttermilk,  1/3 cup butter, melted,  1 cup blueberries,  1 blueberry yogurt,
waffles	blueberry-oat-waffles	0.167	0.0	0.5	0.0	0.0	0.0	0.0	1.75	5.328	0.083	0.0	0.0	5.328	2.0	0.083	0.0	0.0	0.0	0.0	0.0	2/3 cup all-purpose flour,  1/2 cup quick-cooking oats,  1 tablespoon brown sugar,  1 teaspoon baking powder,  1/2 teaspoon salt,  2/3 cup milk,  1 egg,  1/4 cup vegetable oil,  1/2 teaspoon lemon juice,  1/4 cup ground pecans,  1/2 cup fresh blueberries or frozen blueberries*,
waffles	blueberry-waffles-with-fast-blueberry-sauce	0.375	0.0	0.0	2.0	0.0	0.0	0.0	5.25	16.0	0.0	0.0	0.0	13.328	0.0	0.083	0.0	0.0	0.0	0.0	0.0	3 egg yolks, beaten,  1 2/3 cups milk,  2 cups all-purpose flour,  2 1/4 teaspoons baking powder,  1/2 teaspoon salt,  1/4 cup melted butter,  3 egg whites, stiffly beaten,  2/3 cup blueberries,  &nbsp;,  1 1/2 cups blueberries,  3 tablespoons honey,  1/2 cup orange juice,  1 tablespoon cornstarch,
waffles	chocolate-waffles	0.5	0.0	0.0	6.0	0.0	0.0	0.0	6.0	18.0	0.0	0.0	0.0	12.0	0.0	0.125	0.0	0.0	4.0	0.0	0.0	2 1/4 cups all-purpose flour,  1/2 cup white sugar,  1 tablespoon baking powder,  3/4 teaspoon salt,  3/4 cup butter,  1 cup semi-sweet chocolate chips,  1 1/2 cups milk,  6 egg whites,  1 tablespoon vanilla extract,
waffles	chocolate-waffles-i	0.5	0.0	0.0	2.0	0.0	0.0	0.0	3.5	12.0	0.0	0.0	0.0	8.0	0.0	0.083	0.0	0.0	4.0	0.0	0.0	1 1/2 cups all-purpose flour,  3 teaspoons baking powder,  1/2 teaspoon salt,  1/2 cup white sugar,  3 tablespoons unsweetened cocoa powder,  1 cup milk,  2 eggs,  4 tablespoons butter, melted,  &nbsp;,  1 tablespoon butter, softened,  3/4 cup confectioners' sugar,  1/2 teaspoon vanilla extract,  1 teaspoon milk,
waffles	chocolate-waffles-ii	0.333	0.0	0.0	8.0	0.0	0.0	0.0	3.5	12.0	0.0	0.0	0.0	4.0	0.0	0.042	0.0	0.0	8.0	0.0	0.0	2 (1 ounce) squares semisweet baking chocolate,  1 cup butter, softened,  1 cup white sugar,  2 eggs,  1 teaspoon vanilla extract,  1 1/2 cups all-purpose flour,  2 teaspoons baking powder,  1/4 teaspoon salt,  1/2 cup milk,
waffles	cinnamon-belgian-waffles	0.25	0.083	0.0	10.0	8.0	0.0	0.0	3.5	8.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.25	0.0	0.0	2 egg yolks,  1 teaspoon vanilla extract,  1 cup buttermilk,  1/4 cup butter, melted,  1 cup all-purpose flour,  1 1/2 teaspoons baking powder,  1/2 teaspoon baking soda,  1/2 tablespoon white sugar,  1/4 teaspoon salt,  2 egg whites,  1 pinch ground cinnamon,
waffles	cinnamon-pumpkin-waffles	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	2.664	0.0	0.0	1 cup whole wheat flour,  1/4 cup wheat germ,  1/3 cup white sugar,  1 teaspoon ground cinnamon,  1 teaspoon pumpkin pie spice,  1/2 teaspoon ground nutmeg,  1/2 teaspoon salt,  1 tablespoon baking powder,  &nbsp;,  3/4 cup milk,  1/2 cup pumpkin puree,  2 tablespoons melted butter,  2 tablespoons olive oil,  1/2 cup unsweetened applesauce,  1 egg,  1 egg white,  1/2 cup chopped pecans,
waffles	classic-waffles	0.667	0.0	0.0	2.664	0.0	0.0	0.0	3.5	16.0	0.0	0.0	0.0	12.0	0.0	0.167	0.0	0.0	1.0	0.0	0.0	2 cups all-purpose flour,  1 teaspoon salt,  4 teaspoons baking powder,  2 tablespoons white sugar,  2 eggs,  1 1/2 cups warm milk,  1/3 cup butter, melted,  1 teaspoon vanilla extract,
waffles	cornflake-waffles-with-honey-sauce	0.5	0.0	0.0	0.0	0.0	0.0	0.0	3.5	10.0	0.0	0.0	0.0	14.0	4.0	0.042	0.0	0.0	0.0	0.0	0.0	1 1/4 cups all-purpose flour,  3/4 cup crushed cornflakes,  1 tablespoon baking powder,  1/4 teaspoon salt,  2 eggs, separated,  1 3/4 cups milk,  1/2 cup vegetable oil,  HONEY SAUCE:,  1 cup honey,  1/2 cup maple syrup,  1/4 cup butter or margarine,  1/2 teaspoon ground cinnamon,  1 dash ground nutmeg,
waffles	cornmeal-bacon-waffles-with-cheese-sauce	0.417	0.0	0.0	0.0	0.0	0.0	0.0	3.5	8.0	0.0	0.0	0.0	14.0	2.0	0.083	0.0	0.0	0.5	0.0	0.0	2 eggs,  1 3/4 cups milk,  1/4 cup vegetable oil,  1 cup all-purpose flour,  1 cup cornmeal,  2 1/2 teaspoons baking powder,  1 tablespoon sugar,  1/2 teaspoon salt,  1/2 pound thinly sliced bacon,  &nbsp;,  1 (1 pound) loaf processed cheese, cubed,  1/4 cup milk, or as needed,
waffles	cornmeal-waffle-sandwiches	0.5	0.0	0.0	1.5	0.0	0.0	0.0	3.5	6.0	0.0	0.0	0.0	8.0	0.0	0.167	0.0	0.0	0.5	0.0	0.0	3/4 cup all-purpose flour,  3/4 cup cornmeal,  1 tablespoon baking powder,  1 tablespoon sugar,  1 teaspoon salt,  2 eggs, separated,  1 cup milk,  3 tablespoons butter or margarine, melted,  1/2 cup shredded Cheddar cheese,  Mayonnaise,  12 bacon strips, cooked and drained,  2 small tomatoes, sliced,  salt and pepper to taste,
waffles	cornmeal-waffles	1.0	0.125	0.0	14.0	14.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	1 cup whole wheat flour,  1 1/2 cups cornmeal,  2 1/2 tablespoons white sugar,  2 tablespoons baking powder,  3/4 teaspoon baking soda,  4 egg whites,  1 3/4 cups nonfat buttermilk,
waffles	crispy-walnut-maple-waffles	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	2.664	0.0	0.0	0.0	0.0	4.0	0.0	2 1/2 cups dry pancake mix,  1/2 cup whole wheat flour,  1/2 cup water,  1/3 cup vegetable oil,  1/4 cup maple syrup,  2 tablespoons milk,  1 teaspoon vanilla extract,  1/2 teaspoon ground cinnamon,  1/2 cup chopped walnuts,
waffles	deluxe-waffles	0.5	0.0	0.0	0.0	0.0	0.0	0.0	7.0	16.0	0.0	0.0	0.0	10.0	4.0	0.167	0.0	0.0	1.5	0.0	0.0	2 cups all-purpose flour,  1 tablespoon baking powder,  1 teaspoon salt,  3 tablespoons white sugar,  4 egg yolks,  4 egg whites,  1 1/4 cups milk,  1/2 cup vegetable oil,
waffles	dutch-cream-waffles	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.25	8.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	1 cup all-purpose flour,  1/4 teaspoon salt,  3 eggs, separated,  1 cup heavy whipping cream,
waffles	eggnog-raspberry-belgian-waffles	0.417	0.0	0.0	1.0	0.0	0.0	8.0	3.5	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	1 1/2 cups all-purpose flour,  1 tablespoon sugar,  2 1/2 teaspoons baking powder,  1 1/2 cups eggnog,  2 tablespoons butter, melted,  1 egg, beaten,  1 cup raspberry preserves,  2 cups raspberries,  1 cup whipped cream, to garnish (optional),
waffles	fluffy-waffles	0.333	0.0	0.0	0.0	0.0	0.0	0.0	5.25	16.0	0.0	0.0	0.0	17.0	2.0	0.083	0.0	0.0	8.5	2.0	0.0	2 cups all-purpose flour,  1 tablespoon sugar,  2 teaspoons baking powder,  1/2 teaspoon salt,  3 eggs, separated,  2 cups milk,  1/4 cup vegetable oil,  CINNAMON CREAM SYRUP:,  1 cup sugar,  1/2 cup light corn syrup,  1/4 cup water,  1 (5 ounce) can evaporated milk,  1 teaspoon vanilla extract,  1/2 teaspoon ground cinnamon,
waffles	gingerbread-waffles-2	0.25	0.083	2.664	7.5	6.0	0.0	0.021	1.75	8.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.0	1 cup all-purpose flour,  1 1/2 teaspoons baking powder,  1 teaspoon ground ginger,  3/4 teaspoon ground cinnamon,  1/2 teaspoon ground allspice,  1/2 teaspoon baking soda,  1/4 teaspoon dry mustard,  1/4 teaspoon salt,  1/3 cup packed brown sugar,  1 egg, separated,  3/4 cup buttermilk,  1/4 cup molasses,  3 tablespoons butter or margarine, melted,  1/3 cup chopped raisins,  1/8 teaspoon cream of tartar,
waffles	gingerbread-waffles-with-hot-chocolate-sauce	0.0	0.25	0.0	4.0	0.0	0.0	0.0	1.75	16.0	0.0	0.0	0.0	4.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	1 cup light molasses,  1/2 cup butter,  1 1/2 teaspoons baking soda,  1/2 cup milk,  1 egg,  2 cups all-purpose flour,  1 1/2 teaspoons ground ginger,  1/2 teaspoon ground cinnamon,  1/2 teaspoon salt,  &nbsp;,  2 cups boiling water,  1 cup white sugar,  2 tablespoons cornstarch,  1/2 cup unsweetened cocoa powder,  1 teaspoon salt,  2 teaspoons vanilla extract,  2 tablespoons butter,
waffles	great-easy-waffles	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	1.0	0.0	0.0	2 cups all-purpose flour,  2 teaspoons baking powder,  2 tablespoons white sugar,  1/2 teaspoon salt,  &nbsp;,  2 egg whites,  2 egg yolks,  2 tablespoons grated lemon zest,  1 teaspoon vanilla extract,  2 cups milk,  6 tablespoons butter, melted,
waffles	hawaiian-waffles-with-pineapple-and-coconut	0.167	0.042	0.0	2.5	0.0	0.0	8.0	2.75	10.0	0.0	0.0	0.0	2.0	0.0	0.042	0.0	0.0	0.25	0.0	0.0	1 1/4 cups sifted all-purpose flour,  1/2 tablespoon white sugar,  1 teaspoon baking powder,  1/4 teaspoon baking soda,  1/4 teaspoon salt,  1 egg yolk,  1 cup sour cream,  1/4 cup coconut milk,  3/4 cup chopped fresh pineapple,  5 tablespoons unsalted butter, melted,  2 large egg whites, beaten,
waffles	holiday-waffles	0.667	0.0	0.0	0.0	0.0	0.0	0.0	3.5	18.0	0.0	0.0	0.0	18.0	6.0	0.042	0.0	0.0	0.75	0.0	0.0	2 1/4 cups all-purpose flour,  4 teaspoons baking powder,  1/4 teaspoon salt,  1 1/2 tablespoons white sugar,  2 eggs, beaten,  2 1/4 cups milk,  3/4 cup vegetable oil,  3 drops food color,  &nbsp;,  2 tablespoons confectioners' sugar for dusting (optional),
waffles	jims-apple-waffles	0.0	0.167	0.0	0.0	0.0	0.0	0.167	3.5	32.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	1.5	24.0	0.0	4 cups all-purpose flour,  1 teaspoon cream of tartar,  1 teaspoon baking soda,  2 1/2 tablespoons ground cinnamon,  3 tablespoons white sugar,  3 cups water,  1 3/4 cups dry milk powder,  2 eggs, lightly beaten,  2 apples - peeled, cored and finely chopped,
waffles	kates-light-n-fluffy-buttermilk-and-chocolate-chip-waffles	0.208	0.083	0.0	4.5	2.5	0.0	2.0	3.5	12.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 1/2 cups all-purpose flour,  5 tablespoons powdered buttermilk,  1 1/4 teaspoons baking powder,  1/2 teaspoon baking soda,  1 cup milk,  1/4 cup heavy cream,  2 egg yolks,  1/4 cup butter, melted,  2 egg whites,  1 cup miniature semisweet chocolate chips,
waffles	mammaws-waffles	0.167	0.167	0.0	16.0	16.0	0.0	0.0	5.25	16.0	0.0	0.0	0.0	0.0	1.0	0.083	0.0	0.0	0.5	1.0	0.25	1 1/2 teaspoons active dry yeast,  2 tablespoons warm water (110 degrees F/45 degrees C),  2 cups all-purpose flour,  1 teaspoon baking powder,  1 teaspoon baking soda,  1 tablespoon white sugar,  1/2 teaspoon salt,  3 eggs,  2 cups buttermilk,  2 tablespoons vegetable oil,
waffles	moms-best-waffles	0.333	0.0	0.0	0.0	0.0	0.0	0.0	3.5	16.0	0.0	0.0	0.0	16.0	1.0	0.167	0.0	0.0	1.0	0.0	0.0	2 cups all-purpose flour,  2 teaspoons baking powder,  2 tablespoons white sugar,  1 teaspoon salt,  2 cups milk,  2 eggs,  2 tablespoons vegetable oil,
waffles	norwegian-waffles	0.583	0.0	0.0	0.0	0.0	0.0	0.0	3.5	12.0	0.0	0.0	0.0	14.0	0.0	0.167	1.5	0.0	1.0	0.0	0.0	2 eggs,  2 tablespoons white sugar,  3 tablespoons melted shortening,  1 3/4 cups milk,  1 teaspoon salt,  1 teaspoon vanilla extract,  1 1/2 cups all-purpose flour,  3 1/2 teaspoons baking powder,
waffles	nutty-pecan-waffles	0.5	0.083	0.0	18.664	16.0	0.0	0.0	5.25	24.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	3 cups all-purpose flour,  1 tablespoon baking powder,  1/4 cup sugar,  1/2 teaspoon baking soda,  3 eggs, separated,  2 cups buttermilk,  1/3 cup butter, melted,  1/2 cup vegetable oil,  1 2/3 cups finely chopped pecans,
